aic,description,spend_eur,resolved,confidence,method,unresolved_category,units,content_per_unit_mg,total_content_mg,source_note
023108184,AMOXICILLINA DOC*12CPR 1G,105.76,True,Validated,parsed:direct_strength,,12,1000.0,12000.0,12CPR 1G
040824082,TOLTERODINA DOC*14CPS 4MG RP,105.6,True,Validated,parsed:direct_strength,,14,4.0,56.0,14CPS 4MG
022531091,TAVOR*OS GTT FL 2MG/ML,105.38,False,Unresolved,unresolved,other,,,,
035612011,"ALPRAZOLAM AU*20CPR 0,25MG",105.32,True,Validated,parsed:direct_strength,,20,0.25,5.0,"20CPR 0,25MG"
027209117,SINVACOR*28CPR RIV 40MG,105.29,True,Authoritative,aifa_ingredient_authoritative,,,,40.0,SIMVASTATINA 40milligrammi
038139299,PANTOPRAZOLO SAND*28CPR 40MG,105.25,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR 40MG
004556027,GARDENALE*30CPR 50MG,105.12,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,FENOBARBITALE 50milligrammi
031815020,ARTICAINA ADRENAL PIER*100CART,105.12,False,Unresolved,unresolved,other,,,,
050781184,ROTIGOTINA DOC*28CER 4MG/24H,105.0,False,Unresolved,unresolved,other,,,,
036027112,OLMETEC*28CPR RIV 40MG,104.61,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR RIV 40MG
038660080,EFFENTORA*28CPR MUCOSAOS600MCG,104.37,True,Validated,parsed:direct_strength,,28,0.6,16.8,28CPR MUCOSAOS600MCG
022531103,TAVOR*20CPR ORO 1MG,104.35,True,Validated,parsed:direct_strength,,20,1.0,20.0,20CPR ORO 1MG
041079056,LEFLUNOMIDE ZEN*30CPR 20MG FL,104.32,True,Validated,parsed:direct_strength,,30,20.0,600.0,30CPR 20MG
020660041,FLUIMUCIL ANTIB*3FL 500MG+3F,103.8,True,Authoritative,aifa_ingredient_authoritative,,,,500.0,TIAMFENICOLO GLICINATO ACETILCISTEINATO 500milligrammi
009340011,MYSOLINE*30CPR 250MG,103.73,True,Authoritative,aifa_ingredient_authoritative,,,,250.0,PRIMIDONE 250milligrammi
042328082,CELECOXIB SANDOZ*20CPS 200MG,103.55,True,Validated,parsed:direct_strength,,20,200.0,4000.0,20CPS 200MG
035215019,METFONORM*30CPR RIV 500MG,103.47,True,Validated,parsed:direct_strength,,30,500.0,15000.0,30CPR RIV 500MG
046652044,DRONEDARONE ARI*60CPR 400MG,103.44,True,Validated,parsed:direct_strength,,60,400.0,24000.0,60CPR 400MG
043277033,ROSUVASTATINA ZEN*28CPR 5MG,103.3,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR 5MG
032392250,GONAL F*SC FL 75UI+SIR 1ML,102.84,False,Unresolved,unresolved,other,,,,
027491012,DENIBAN*12CPR 50MG,102.61,True,Validated,parsed:direct_strength,,12,50.0,600.0,12CPR 50MG
046271021,SILODOSINA DOC*30CPS 8MG,102.06,True,Validated,parsed:direct_strength,,30,8.0,240.0,30CPS 8MG
047576032,ZORIPOT*UNG 60G TUBO AL/EP,101.27,True,Candidate,parsed:single_value_assumed_unit,,1,60000.0,60000.0,60G
043942059,COLECALCIFEROLO MY*1FL 50000UI,100.95,False,Unresolved,unresolved,other,,,,
041889104,EQUASYM*30CPS 20MG RM,100.9,True,Validated,parsed:direct_strength,,30,20.0,600.0,30CPS 20MG
033551060,ACICLOVIR DOC*OS SOSP 100ML 8%,99.84,False,Unresolved,unresolved,other,,,,
036519015,GABAPENTIN ABC*50CPS 100MG,99.78,True,Validated,parsed:direct_strength,,50,100.0,5000.0,50CPS 100MG
026893065,URDES*20CPR GASTR 225MG,99.4,True,Validated,parsed:direct_strength,,20,225.0,4500.0,20CPR GASTR 225MG
034770014,AZOPT*COLL 1FL 5ML 10MG/ML,99.3,True,Validated,parsed:vol_conc,,1,50.0,50.0,1FL 5ML 10MG/ML
034090163,"MIRAPEXIN*10CPR 0,52MG RP",99.16,True,Validated,parsed:direct_strength,,10,0.52,5.2,"10CPR 0,52MG"
027341015,"ELOCON*CREMA 30G 0,1%",98.83,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,MOMETASONE FUROATO 0.1grammi
041305018,NITROGLICERINA TE*15CER 5MG/24,98.82,False,Unresolved,unresolved,other,,,,
004225037,"METHERGIN*15CPR RIV 0,125MG",98.57,True,Validated,parsed:direct_strength,,15,0.125,1.875,"15CPR RIV 0,125MG"
040628024,GLUCOPHAGE UNID*60CPR 500MG RP,98.31,True,Validated,parsed:direct_strength,,60,500.0,30000.0,60CPR 500MG
037932023,LISINOPRIL ZENTIVA*14CPR 20MG,98.26,True,Validated,parsed:direct_strength,,14,20.0,280.0,14CPR 20MG
030512115,"GLICEROLO NA*6CONT 6,75G",98.23,True,Authoritative,aifa_ingredient_authoritative,,,,6750.0,GLICEROLO 6.75grammi
041305020,NITROGLICERINA TE*15CER10MG/24,97.81,False,Unresolved,unresolved,other,,,,
020854030,INDERAL*50CPR 40MG,97.69,True,Authoritative,aifa_ingredient_authoritative,,,,40.0,PROPRANOLOLO CLORIDRATO 40milligrammi
014371088,CORSODYL*GEL DENT 30G 1G/100G,97.64,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
043858051,SOLIFENACINA MY*30CPR RIV 5MG,97.63,True,Validated,parsed:direct_strength,,30,5.0,150.0,30CPR RIV 5MG
028717015,CARDIRENE*OS POLV 30BUST 160MG,96.97,True,Validated,parsed:direct_strength,,30,160.0,4800.0,30BUST 160MG
024596049,"FLUIBRON*OS NEBUL FL40ML 0,75%",96.78,True,Authoritative,aifa_ingredient_authoritative,,,,800.0,AMBROXOLO CLORIDRATO 0.8grammi
034934012,"ZANTIPRES*12CPR RIV 7,5MG",96.62,True,Validated,parsed:direct_strength,,12,7.5,90.0,"12CPR RIV 7,5MG"
035859040,SOTALOLO TEVA*40CPR 80MG,96.61,True,Validated,parsed:direct_strength,,40,80.0,3200.0,40CPR 80MG
026670024,"MITTOVAL*30CPR RIV 2,5MG",96.39,True,Authoritative,aifa_ingredient_authoritative,,,,2.5,ALFUZOSINA CLORIDRATO 2.5milligrammi
020602037,TEGRETOL*BB SCIR 250ML 20MG/ML,96.22,False,Unresolved,unresolved,other,,,,
050057037,BUDESONIDE DOC*50CPS 3MG RM FL,96.11,True,Validated,parsed:direct_strength,,50,3.0,150.0,50CPS 3MG
044836070,ZONISAMIDE VI*28CPS 50MG,95.84,True,Validated,parsed:direct_strength,,28,50.0,1400.0,28CPS 50MG
044765550,EZETIMIBE SIM TE*30CPR 10+20MG,95.81,True,Candidate,parsed:single_value_assumed_unit,,1,20.0,20.0,20MG
037021021,CODAMOL*16CPR RIV 500MG+30MG,95.78,True,Validated,parsed:direct_strength,,16,500.0,8000.0,16CPR RIV 500MG
036476149,LYRICA*21CPS 100MG,95.72,True,Validated,parsed:direct_strength,,21,100.0,2100.0,21CPS 100MG
026372072,CLASTEON*IM 6F 100+33MG LIDOC,95.61,True,Candidate,parsed:single_value_assumed_unit,,1,33.0,33.0,33MG
046284081,CINACALCET EG*28CPR RIV 90MG,95.5,True,Validated,parsed:direct_strength,,28,90.0,2520.0,28CPR RIV 90MG
045350257,ROSUMIBE*30CPR 20MG+10MG,95.21,True,Validated,parsed:direct_strength,,30,20.0,600.0,30CPR 20MG
050081052,RANOZEK*60CPR 500MG RP,95.13,True,Validated,parsed:direct_strength,,60,500.0,30000.0,60CPR 500MG
042368035,OLMESARTAN DOC*28CPR RIV 20MG,94.83,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
047245016,IDROCLOROTIAZIDE AU*20CPR 25MG,94.83,True,Validated,parsed:direct_strength,,20,25.0,500.0,20CPR 25MG
029204043,"NUTRINEAL PD4*5SACCHE 2LT 1,1%",94.64,False,Unresolved,unresolved,other,,,,
033637051,HUMALOG*SC 5CART 3ML 100U/ML,94.05,False,Unresolved,unresolved,other,,,,
046288015,PAROXETINA TEVA*OS GTT FL 60ML,93.89,False,Unresolved,unresolved,other,,,,
041907027,"TIDOCOMB*COLL FL 5ML 2%+0,5%",93.69,False,Unresolved,unresolved,other,,,,
041438108,MEDIKINET*30CPS 40MG RM,93.23,True,Validated,parsed:direct_strength,,30,40.0,1200.0,30CPS 40MG
042245074,MEMANTINA DOC*28CPR RIV 20MG,93.1,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
036690067,VYTORIN*30CPR 10MG+10MG,93.1,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR 10MG
034836039,MESALAZINA SAND*7CLISMI 4G+7C,93.05,True,Candidate,parsed:single_value_assumed_unit,,1,4000.0,4000.0,4G
033657038,BERIATE*EV 1000UI+SOLV+S,92.97,False,Unresolved,unresolved,other,,,,
031228012,VERAPAMIL HEX*30CPR RIV 80MG,92.71,True,Validated,parsed:direct_strength,,30,80.0,2400.0,30CPR RIV 80MG
025928045,FERROFOLIN*OS 10FL 15ML,92.7,False,Unresolved,unresolved,other,,,,
023821034,VERMOX*30CPR 500MG,92.63,True,Authoritative,aifa_ingredient_authoritative,,,,500.0,MEBENDAZOLO 500milligrammi
026964039,FARGANESSE*INIET 5F 50MG/2ML,92.63,False,Unresolved,unresolved,other,,,,
036821852,LAMOTRIGINA DOC*56CPR DISP 100,92.63,False,Unresolved,unresolved,other,,,,
025682042,ENAPREN*28CPR 5MG,92.41,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR 5MG
020891077,"GENTALYN*CREMA 30G 0,1%",92.41,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
045061165,ATAZANAVIR VI*30CPS 300MG,92.4,True,Validated,parsed:direct_strength,,30,300.0,9000.0,30CPS 300MG
042407066,"TRIPLIAM*30CPR 5+1,25+5MG FL",92.29,True,Candidate,parsed:single_value_assumed_unit,,1,5.0,5.0,5MG
044472025,DULOXETINA ZEN*28CPS GASTR30MG,92.25,True,Validated,parsed:direct_strength,,28,30.0,840.0,28CPS GASTR30MG
036279026,GENTAMICINA BETAM TEVA*CR 30G,91.99,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
049113018,LAMIVUDINA AU*28CPR RIV 100MG,91.97,True,Validated,parsed:direct_strength,,28,100.0,2800.0,28CPR RIV 100MG
034669174,FLUVOXAMINA EG*30CPR RIV 100MG,91.75,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR RIV 100MG
027753110,ZOLOFT*30CPR RIV 100MG,91.65,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR RIV 100MG
040592053,METFORMINA AUR*50CPR RIV 500MG,91.56,True,Validated,parsed:direct_strength,,50,500.0,25000.0,50CPR RIV 500MG
043837018,FENOFIBRATO EG*30CPR 145MG,91.31,True,Validated,parsed:direct_strength,,30,145.0,4350.0,30CPR 145MG
030360010,ZINCO OSSIDO MV*UNG 30G,90.64,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
039671021,BICALUTAMIDE EG*28CPR RIV150MG,90.54,True,Validated,parsed:direct_strength,,28,150.0,4200.0,28CPR RIV150MG
049300015,ARIPIPRAZOLO DOC*OS150ML1MG/ML,90.47,False,Unresolved,unresolved,other,,,,
042407167,"TRIPLIAM*30CPR 10+2,5+5MG FL",90.32,True,Candidate,parsed:single_value_assumed_unit,,1,5.0,5.0,5MG
026851028,GLUCOBAY*40CPR 50MG,90.26,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,ACARBOSIO 50milligrammi
043866021,VEREGEN*UNG 1TUBO 30G 10%,90.1,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
049718024,AIRSALES*INAL25MCG+125MCG 120D,90.0,True,Candidate,parsed:single_value_assumed_unit,,1,0.025,0.025,25MCG
029453026,SANDIMMUN NEORAL*50CPS 50MG,89.61,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,CICLOSPORINA 50milligrammi
033482023,ACICLOVIR ABC*OS 100ML 8%,89.54,False,Unresolved,unresolved,other,,,,
049404015,DEFERASIROX SAN*30CPR 90MG,89.28,True,Validated,parsed:direct_strength,,30,90.0,2700.0,30CPR 90MG
036679215,INEGY*30CPR 10MG+20MG PTFE/PVC,89.14,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR 10MG
030816019,POTASSIO FOSFATO*5F 10ML 2MEQ/,89.07,False,Unresolved,unresolved,other,,,,
034102386,NUROFEN FEBBRE D*200MG/5ML FRA,88.82,False,Unresolved,unresolved,other,,,,
026890184,CLOPIXOL*OS GTT 20ML 20MG/ML,88.45,True,Candidate,parsed:implied_unit_vol_conc,,1,400.0,400.0,GTT 20ML 20MG/ML
035799028,RINOCLENIL*SPRAY 200ER 100MCG,88.44,True,Candidate,parsed:single_value_assumed_unit,,1,0.1,0.1,100MCG
023491083,MICOTEF*15 OV VAG 100MG,88.42,True,Validated,parsed:direct_strength,,15,100.0,1500.0,15 OV VAG 100MG
020609083,ISOPTIN*30CPR RIV 80MG,87.99,True,Validated,parsed:direct_strength,,30,80.0,2400.0,30CPR RIV 80MG
037135062,SMOFLIPID*10FL 500ML 200MG/ML,87.89,True,Validated,parsed:vol_conc,,10,100000.0,1000000.0,10FL 500ML 200MG/ML
039649052,TEMOZOLOMIDE TEVA*5CPS 100MG,87.84,True,Validated,parsed:direct_strength,,5,100.0,500.0,5CPS 100MG
050781285,ROTIGOTINA DOC*28CER 8MG/24H,87.06,False,Unresolved,unresolved,other,,,,
040210039,CISPLATINO ACC*1FL 50ML 1MG/ML,87.03,True,Validated,parsed:vol_conc,,1,50.0,50.0,1FL 50ML 1MG/ML
044602035,EZETIMIBE SIM DOC*30CPR10+20MG,86.99,True,Candidate,parsed:single_value_assumed_unit,,1,20.0,20.0,20MG
038534160,BICALUTAMIDE DOC*28CPR 150MG,86.32,True,Validated,parsed:direct_strength,,28,150.0,4200.0,28CPR 150MG
038500221,VENLAFAXINA TEVA*28CPS 150MG R,85.9,True,Validated,parsed:direct_strength,,28,150.0,4200.0,28CPS 150MG
024430023,GRADIENT*50CPS 5MG,85.84,True,Authoritative,aifa_ingredient_authoritative,,,,5.9,FLUNARIZINA DICLORIDRATO 5.9milligrammi
038477079,COVERLAM*30CPR 5MG+5MG FL,85.41,True,Validated,parsed:direct_strength,,30,5.0,150.0,30CPR 5MG
039936051,"PRAMIPEXOLO TEVA*30CPR 0,18MG",85.0,True,Validated,parsed:direct_strength,,30,0.18,5.4,"30CPR 0,18MG"
034512018,LOPERAMIDE DOC*30CPR 2MG,84.91,True,Validated,parsed:direct_strength,,30,2.0,60.0,30CPR 2MG
040368021,MONTELUKAST DOC*28CPR RIV 10MG,84.9,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR RIV 10MG
027329010,FORMISTIN*20CPR RIV 10MG,84.48,True,Authoritative,aifa_ingredient_authoritative,,,,10.0,CETIRIZINA DICLORIDRATO 10milligrammi
044089314,LENIZAK*GRAT 15BUST 75+25MG,83.91,True,Candidate,parsed:single_value_assumed_unit,,1,25.0,25.0,25MG
047486131,FARPENTA*28CPR ORO 10MG,83.16,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR ORO 10MG
048442038,ISTURISA*60CPR RIV 10MG,82.94,True,Validated,parsed:direct_strength,,60,10.0,600.0,60CPR RIV 10MG
049623388,"LENALIDOMIDE SUN*21CPS 2,5MG",82.79,True,Validated,parsed:direct_strength,,21,2.5,52.5,"21CPS 2,5MG"
037993021,FOSFOMICINA RAT*OS POLV 2BS 3G,82.73,True,Candidate,parsed:single_value_assumed_unit,,1,3000.0,3000.0,3G
041411024,DAKTARIN*CREMA DERM 30G 20MG/G,82.68,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
026608101,EFFERALGAN*10SUPP 300MG,82.6,True,Validated,parsed:direct_strength,,10,300.0,3000.0,10SUPP 300MG
039949045,OLANZAPINA DOC*28CPR RIV 10MG,82.5,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR RIV 10MG
028878092,FORTRADOL*20CPR 100MG RP,82.03,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,TRAMADOLO CLORIDRATO 100milligrammi
027808017,SPORANOX*8CPS 100MG,81.87,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,ITRACONAZOLO 100milligrammi
029384043,LORTAAN*28CPR RIV 100MG,81.58,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,LOSARTAN POTASSICO 100milligrammi
050055033,PIRFENIDONE TE*63CPR 267MG,81.48,True,Validated,parsed:direct_strength,,63,267.0,16821.0,63CPR 267MG
024227050,PANACEF*GRATxSOSP 250MG/5ML,81.29,False,Unresolved,unresolved,other,,,,
030805079,"SODIO CLORURO*0,9% 10F 10ML",81.23,False,Unresolved,unresolved,other,,,,
042325023,ACETILCISTEINA DOC*30CPR EF600,80.5,False,Unresolved,unresolved,other,,,,
036323032,DISUFEN*5F 5ML 50MCG/ML,80.38,True,Validated,parsed:vol_conc,,5,0.25,1.25,5F 5ML 50MCG/ML
027232040,VERTISERC*20CPR 24MG,80.18,True,Authoritative,aifa_ingredient_authoritative,,,,240.0,BETAISTINA DICLORIDRATO 240milligrammi
045432010,EZATEROS*28CPR 5MG+10MG,80.07,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR 5MG
039422023,NAVIZAN*20CPR 2MG,80.0,True,Validated,parsed:direct_strength,,20,2.0,40.0,20CPR 2MG
039812021,"MITOBRIN*COLL 1FL 5ML 0,3%",80.0,False,Unresolved,unresolved,other,,,,
039557107,ARIA AIR LIQUIDE*200BAR 40LT,79.87,False,Unresolved,unresolved,other,,,,
025940026,AULIN*30CPR 100MG,79.58,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR 100MG
028978017,BACTROBAN*UNG 15G 20MG/G,79.46,True,Authoritative,aifa_ingredient_authoritative,,,,2578.0,MUPIROCINA CALCICA 2.578grammi
039153325,"REUMAFLEX*20MG 0,40ML SC 4SIR",79.26,True,Candidate,parsed:single_value_assumed_unit,,1,20.0,20.0,20MG
035498106,"BICAVERA*4,25% GLU 2000ML 4SAC",79.04,False,Unresolved,unresolved,other,,,,
038477358,COVERLAM*30CPR 10MG+5MG FL,78.94,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR 10MG
035612175,"ALPRAZOLAM AU*20CPR 0,5MG",78.89,True,Validated,parsed:direct_strength,,20,0.5,10.0,"20CPR 0,5MG"
047984048,SILODOSINA AUR*30CPS 4MG,78.71,True,Validated,parsed:direct_strength,,30,4.0,120.0,30CPS 4MG
040592065,METFORMINA AUR*30CPR RIV 850MG,78.65,True,Validated,parsed:direct_strength,,30,850.0,25500.0,30CPR RIV 850MG
010386062,HIRUDOID 40000UI*CREMA 50G,78.45,True,Candidate,parsed:single_value_assumed_unit,,1,50000.0,50000.0,50G
043295031,FUCIMIXBETA*CREMA 30G 20+1MG/G,78.39,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
046221014,MOMECORT*SPRAY NAS 60D 50MCG,78.07,True,Candidate,parsed:single_value_assumed_unit,,1,0.05,0.05,50MCG
039674039,"REPAGLINIDE EG*90CPR 0,5MG",78.04,True,Validated,parsed:direct_strength,,90,0.5,45.0,"90CPR 0,5MG"
020609095,ISOPTIN*30CPR 180MG RP,78.02,True,Authoritative,aifa_ingredient_authoritative,,,,180.0,VERAPAMIL CLORIDRATO 180milligrammi
039557057,ARIA AIR LIQUIDE*200BAR 10LT,78.0,False,Unresolved,unresolved,other,,,,
020157018,CERULISINA*GTT OTO FL 20ML,77.75,False,Unresolved,unresolved,other,,,,
011782012,SINTROM*20CPR 4MG,77.65,True,Authoritative,aifa_ingredient_authoritative,,,,4.0,ACENOCUMAROLO 4milligrammi
026089108,AUGMENTIN*OS 12BUST875MG+125MG,77.22,True,Validated,parsed:direct_strength,,12,875.0,10500.0,12BUST875MG
028489021,FOLIDAR*30CPR 15MG,77.06,True,Validated,parsed:direct_strength,,30,15.0,450.0,30CPR 15MG
027807472,LAMICTAL*56CPR DISPERS 200MG,76.84,True,Authoritative,aifa_ingredient_authoritative,,,,200.0,LAMOTRIGINA 200milligrammi
041889155,EQUASYM*30CPS 30MG RM,76.71,True,Validated,parsed:direct_strength,,30,30.0,900.0,30CPS 30MG
023839018,"DIPROSALIC*UNG 30G 0,05%+3%",76.26,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
034836015,MESALAZINA SAND*50CPR RIV500MG,76.14,True,Validated,parsed:direct_strength,,50,500.0,25000.0,50CPR RIV500MG
037471176,LISINOPRIL SANDOZ*14CPR 20MG,75.9,True,Validated,parsed:direct_strength,,14,20.0,280.0,14CPR 20MG
036863191,SERTRALINA SAND*30CPR RIV100MG,75.9,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR RIV100MG
034842031,SIMECRIN*24CPR MAST 120MG,75.84,True,Validated,parsed:direct_strength,,24,120.0,2880.0,24CPR MAST 120MG
036980175,AMOXICILLINA AC CLA SAN*OS70ML,75.77,False,Unresolved,unresolved,other,,,,
026416305,ASACOL SUPPOSTE*28SUPP 1G,75.61,True,Authoritative,aifa_ingredient_authoritative,,,,1000.0,MESALAZINA 1grammi
041788062,PERINDOPRIL TE*30CPR RIV 5MG,75.5,True,Validated,parsed:direct_strength,,30,5.0,150.0,30CPR RIV 5MG
012745081,TACHIPIRINA*BB OS GTT 30ML 10%,75.47,False,Unresolved,unresolved,other,,,,
022907036,ORAP*20CPR 4MG,75.13,True,Validated,parsed:direct_strength,,20,4.0,80.0,20CPR 4MG
044267452,DULOXETINA VI*28CPS GASTR 30MG,74.94,True,Validated,parsed:direct_strength,,28,30.0,840.0,28CPS GASTR 30MG
039132067,OSSIGENO*COMPR 200BAR 10LT,74.84,False,Unresolved,unresolved,oxygen_gas,,,,
028978031,BACTROBAN*CREMA 15G 2%,74.77,True,Authoritative,aifa_ingredient_authoritative,,,,2578.0,MUPIROCINA CALCICA 2.578grammi
011782024,SINTROM*20CPR 1MG,74.71,True,Authoritative,aifa_ingredient_authoritative,,,,1.0,ACENOCUMAROLO 1milligrammi
044231037,ZONISAMIDE DOC*56CPS 100MG,74.64,True,Validated,parsed:direct_strength,,56,100.0,5600.0,56CPS 100MG
036476240,LYRICA*56CPS 300MG,74.23,True,Validated,parsed:direct_strength,,56,300.0,16800.0,56CPS 300MG
005982020,TOCALFA*20CPS MOLLI 50000UI+50,74.02,False,Unresolved,unresolved,other,,,,
049710041,SITAGLIPTIN MET EG*50+850MG,73.29,True,Candidate,parsed:single_value_assumed_unit,,1,850.0,850.0,850MG
022531053,TAVOR*20CPR RIV 1MG,73.2,True,Validated,parsed:direct_strength,,20,1.0,20.0,20CPR RIV 1MG
018610016,"CARNITENE*OS SOL 20ML 1,5G/5ML",73.1,False,Unresolved,unresolved,other,,,,
038660041,EFFENTORA*28CPR MUCOSAOS200MCG,73.02,True,Validated,parsed:direct_strength,,28,0.2,5.6,28CPR MUCOSAOS200MCG
040497505,ATORVASTATINA SA*30CPR RIV40MG,72.93,True,Validated,parsed:direct_strength,,30,40.0,1200.0,30CPR RIV40MG
050096015,SITAGLIPTIN AUR*28CPR RIV 25MG,72.48,True,Validated,parsed:direct_strength,,28,25.0,700.0,28CPR RIV 25MG
029861059,POTASSIO CLORURO*10F 2MEQ/ML,72.42,False,Unresolved,unresolved,other,,,,
027633041,AXIL*OS 10FL 400MG 7ML,72.37,True,Authoritative,aifa_ingredient_authoritative,,,,400.0,PIDOTIMOD 400milligrammi
032142022,"PLAKOUT*SOLUZ FL 150ML 0,12%",72.34,False,Unresolved,unresolved,other,,,,
037464029,CIPROFLOXACINA SA*10CPR 250MG,72.29,True,Validated,parsed:direct_strength,,10,250.0,2500.0,10CPR 250MG
044976088,FEBUXOSTAT TE*28CPR RIV 120MG,72.2,True,Validated,parsed:direct_strength,,28,120.0,3360.0,28CPR RIV 120MG
029393042,LOSAPREX*28CPR RIV 100MG,72.2,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,LOSARTAN POTASSICO 100milligrammi
030793259,GLUCOSIO*33% 1FL 250ML,72.16,False,Unresolved,unresolved,other,,,,
027329022,FORMISTIN*OS GTT 20ML 10MG/ML,71.72,True,Authoritative,aifa_ingredient_authoritative,,,,10.0,CETIRIZINA DICLORIDRATO 10milligrammi
026851016,GLUCOBAY*40CPR 100MG,71.71,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,ACARBOSIO 100milligrammi
033736024,AIRCORT*SPRAY NAS 200D 100MCG,71.7,True,Candidate,parsed:single_value_assumed_unit,,1,0.1,0.1,100MCG
035728017,OFTAQUIX*COLL 1FL 5ML 5MG/ML,71.5,True,Validated,parsed:vol_conc,,1,25.0,25.0,1FL 5ML 5MG/ML
033330010,NASONEX*SPRAY NAS 140D 50MCG,71.44,True,Candidate,parsed:single_value_assumed_unit,,1,0.05,0.05,50MCG
043811049,ELIPSODOX*28CPR 40MG+20MG RP,71.35,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR 40MG
038451011,PRADAXA*10CPS 75MG,71.15,True,Validated,parsed:direct_strength,,10,75.0,750.0,10CPS 75MG
030175020,ACIDO ACETILSALIC LFM*20CPR500,71.03,True,Authoritative,aifa_ingredient_authoritative,,,,500.0,ACIDO ACETILSALICILICO 500milligrammi
034055020,RINELON*SPRAY NAS 60D 50MCG,70.44,True,Candidate,parsed:single_value_assumed_unit,,1,0.05,0.05,50MCG
023639040,"CLOBESOL*UNG DERM 30G 0,05%",70.12,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
040043022,LEVOFLOXACINA DOC*5CPR 500MG,69.69,True,Validated,parsed:direct_strength,,5,500.0,2500.0,5CPR 500MG
044267502,DULOXETINA VI*28CPS GASTR 60MG,69.33,True,Validated,parsed:direct_strength,,28,60.0,1680.0,28CPS GASTR 60MG
036924013,"BODIX*NEBUL 20FL 2ML 0,25MG/ML",69.3,True,Validated,parsed:vol_conc,,20,0.5,10.0,"20FL 2ML 0,25MG/ML"
050115029,TICAGRELOR DR*56CPR RIV 60MG,68.99,True,Validated,parsed:direct_strength,,56,60.0,3360.0,56CPR RIV 60MG
022571018,CAPILLAREMA*30CPS 75MG,68.72,True,Authoritative,aifa_ingredient_authoritative,,,,75.0,AMINAFTONE 75milligrammi
037108026,"PLAUNAZIDE*28CPR RIV 20+12,5MG",68.55,True,Candidate,parsed:single_value_assumed_unit,,1,12.5,12.5,"12,5MG"
049915186,BUPRENORFINA NALOX*28CPR 8+2MG,68.44,True,Candidate,parsed:single_value_assumed_unit,,1,2.0,2.0,2MG
028533026,IDROQUARK*14CPR 5+25MG,68.34,True,Authoritative,aifa_ingredient_authoritative,,,,25.0,IDROCLOROTIAZIDE 25milligrammi
027002029,ORAXIM*12CPR RIV 250MG,68.31,True,Validated,parsed:direct_strength,,12,250.0,3000.0,12CPR RIV 250MG
033586025,AMIKACINA TEVA*IM EV 1F 1G 4ML,68.2,True,Validated,parsed:direct_strength,,1,1000.0,1000.0,1F 1G
040333229,OLANZAPINA SAN*28CPR RIV 5MG,67.93,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR RIV 5MG
036924025,"BODIX*NEBUL 20FL 2ML 0,5MG/ML",67.76,True,Validated,parsed:vol_conc,,20,1.0,20.0,"20FL 2ML 0,5MG/ML"
002860043,LUMINALE*30CPR 15MG,67.73,True,Validated,parsed:direct_strength,,30,15.0,450.0,30CPR 15MG
027786072,APLACTIN*28CPR 40MG,67.71,True,Authoritative,aifa_ingredient_authoritative,,,,40.0,PRAVASTATINA 40milligrammi
033090034,ACIDO URSOD RAT*20CPR 450MG RP,67.56,True,Authoritative,aifa_ingredient_authoritative,,,,450.0,ACIDO URSODESOSSICOLICO 450milligrammi
